Action_0,Action_1,Action_2,Old0,Old1,Old2,Old3,Old4,Old5,Old6,Old7,Old8,Old9,Old10,Observation_0,Observation_1,Observation_2,Observation_3,Observation_4,Observation_5,Observation_6,Observation_7,Observation_8,Observation_9,Observation_10,Done,Reward
-1.0,0.22904104,-0.6728919,1.2761706,-0.024949593,-0.23096779,0.005504436,0.7480094,0.17171387,0.061157346,-2.1617036,-2.3022225,0.56256706,-2.3223226,1.276428,-0.04612476,-0.2530456,0.00647759,0.72923917,-0.06984718,0.025143791,-2.9069073,-3.0030851,-0.14262712,-2.3589535,False,1.0193694
-0.354018,0.5614057,-0.42734948,1.276428,-0.04612476,-0.2530456,0.00647759,0.72923917,-0.06984718,0.025143791,-2.9069073,-3.0030851,-0.14262712,-2.3589535,1.2764983,-0.06763116,-0.2743194,0.0039514783,0.7092754,-0.07564787,-0.008540527,-2.5813828,-2.5577369,-0.2510594,-2.6607678,False,0.90362763
-0.4750325,0.48201418,-0.34518376,1.2764983,-0.06763116,-0.2743194,0.0039514783,0.7092754,-0.07564787,-0.008540527,-2.5813828,-2.5577369,-0.2510594,-2.6607678,1.275954,-0.08803711,-0.2956782,0.0034851301,0.6870012,0.03469216,-0.110131,-2.5292313,-2.7258096,0.04796204,-2.8532357,False,0.9935667
-0.30198368,0.5798814,-0.33346397,1.275954,-0.08803711,-0.2956782,0.0034851301,0.6870012,0.03469216,-0.110131,-2.5292313,-2.7258096,0.04796204,-2.8532357,1.2745428,-0.106685646,-0.3158279,0.004126552,0.66348994,0.099350825,-0.21184091,-2.2229671,-2.3959744,0.06187088,-2.9584787,False,1.0812668
-0.4258053,0.5307184,-0.32895002,1.2745428,-0.106685646,-0.3158279,0.004126552,0.66348994,0.099350825,-0.21184091,-2.2229671,-2.3959744,0.06187088,-2.9584787,1.2724798,-0.124203056,-0.33507335,0.0042478773,0.6402606,0.11254235,-0.28494304,-2.1706216,-2.4107897,-0.010057255,-2.8765452,False,1.1054022
-0.24459878,0.5016977,-0.32687593,1.2724798,-0.124203056,-0.33507335,0.0042478773,0.6402606,0.11254235,-0.28494304,-2.1706216,-2.4107897,-0.010057255,-2.8765452,1.2698827,-0.14006858,-0.35220018,0.003306092,0.61713475,0.15599154,-0.3493852,-1.8855835,-2.0363386,-0.10735215,-2.930363,False,1.1373968
-0.24773332,0.47975743,-0.37357557,1.2698827,-0.14006858,-0.35220018,0.003306092,0.61713475,0.15599154,-0.3493852,-1.8855835,-2.0363386,-0.10735215,-2.930363,1.2667652,-0.15412094,-0.36768726,0.003234075,0.5925493,0.18556237,-0.41472325,-1.6850414,-1.8812033,0.037129994,-3.1411407,False,1.1774292
-0.19546497,0.5473169,-0.367087,1.2667652,-0.15412094,-0.36768726,0.003234075,0.5925493,0.18556237,-0.41472325,-1.6850414,-1.8812033,0.037129994,-3.1411407,1.2631454,-0.16642787,-0.3815411,0.0038117343,0.5667354,0.1911839,-0.4761195,-1.4594975,-1.6363045,0.05819066,-3.2548783,False,1.1886902
-0.15675457,0.46575186,-0.3329558,1.2631454,-0.16642787,-0.3815411,0.0038117343,0.5667354,0.1911839,-0.4761195,-1.4594975,-1.6363045,0.05819066,-3.2548783,1.2590566,-0.17702714,-0.39284387,0.0030893844,0.5410913,0.20052323,-0.53464895,-1.2562431,-1.3275083,-0.108246125,-3.2113411,False,1.1932826
-0.06884707,0.46052104,-0.4126596,1.2590566,-0.17702714,-0.39284387,0.0030893844,0.5410913,0.20052323,-0.53464895,-1.2562431,-1.3275083,-0.108246125,-3.2113411,1.2545011,-0.18573047,-0.40178892,0.00278163,0.5138553,0.22035906,-0.5900728,-0.99762255,-1.0163589,0.008589662,-3.505372,False,1.216097
-0.06843697,0.3455809,-0.3196858,1.2545011,-0.18573047,-0.40178892,0.00278163,0.5138553,0.22035906,-0.5900728,-0.99762255,-1.0163589,0.008589662,-3.505372,1.2495694,-0.19274573,-0.4085398,0.0019986483,0.48647028,0.20090397,-0.63635886,-0.8144758,-0.78291833,-0.09319747,-3.4119956,False,1.2042233
-0.0070010936,0.4484807,-0.24514058,1.2495694,-0.19274573,-0.4085398,0.0019986483,0.48647028,0.20090397,-0.63635886,-0.8144758,-0.78291833,-0.09319747,-3.4119956,1.2441716,-0.1981687,-0.41414687,0.0021709802,0.45945308,0.25120646,-0.7009802,-0.6034291,-0.64516306,0.065729894,-3.3463619,False,1.2297567
0.10765766,0.5777619,-0.1268834,1.2441716,-0.1981687,-0.41414687,0.0021709802,0.45945308,0.25120646,-0.7009802,-0.6034291,-0.64516306,0.065729894,-3.3463619,1.2382655,-0.20134054,-0.41761905,0.0027079445,0.43423116,0.29866463,-0.7619584,-0.2854031,-0.31156698,0.049705297,-3.0329916,False,0.2813561
0.12848563,0.5200968,0.04821793,1.2382655,-0.20134054,-0.41761905,0.0027079445,0.43423116,0.29866463,-0.7619584,-0.2854031,-0.31156698,0.049705297,-3.0329916,1.2318931,-0.20230529,-0.41864026,0.0018357633,0.41371718,0.3442191,-0.82186157,-0.034164943,-0.068128735,-0.11242549,-2.3510942,False,0.3217769
0.10917221,0.583176,0.28992793,1.2318931,-0.20230529,-0.41864026,0.0018357633,0.41371718,0.3442191,-0.82186157,-0.034164943,-0.068128735,-0.11242549,-2.3510942,1.2249247,-0.20176528,-0.41979015,0.0015287102,0.39970818,0.459673,-0.90643066,0.12608846,-0.18588829,0.026111666,-1.4359336,False,0.41053048
0.0617306,0.49380744,0.4943949,1.2249247,-0.20176528,-0.41979015,0.0015287102,0.39970818,0.459673,-0.90643066,0.12608846,-0.18588829,0.026111666,-1.4359336,1.2171959,-0.20036827,-0.42201895,0.0010201333,0.39484805,0.5913569,-1.0067669,0.20419252,-0.34790727,-0.053437743,-0.18679723,False,0.5382146
0.12128721,0.952767,0.93368536,1.2171959,-0.20036827,-0.42201895,0.0010201333,0.39484805,0.5913569,-1.0067669,0.20419252,-0.34790727,-0.053437743,-0.18679723,1.2085767,-0.1978252,-0.42718044,0.0027104176,0.4017527,0.7982556,-1.1238856,0.39046082,-0.73534346,0.25544736,1.4896915,False,1.7151304
0.045146953,1.0,1.0,1.2085767,-0.1978252,-0.42718044,0.0027104176,0.4017527,0.7982556,-1.1238856,0.39046082,-0.73534346,0.25544736,1.4896915,1.1990364,-0.19428246,-0.43418753,0.0040183244,0.42009217,0.9693797,-1.2313291,0.47714716,-0.92408526,0.06561078,2.662986,False,1.9051452
-0.16611446,1.0,1.0,1.1990364,-0.19428246,-0.43418753,0.0040183244,0.42009217,0.9693797,-1.2313291,0.47714716,-0.92408526,0.06561078,2.662986,1.1926397,-0.19181386,-0.44514474,0.0045865215,0.44598332,1.3258721,-0.40648133,0.21395181,-1.5976622,0.053549424,3.5483367,False,2.1676836
0.056305207,1.0,1.0,1.1926397,-0.19181386,-0.44514474,0.0045865215,0.44598332,1.3258721,-0.40648133,0.21395181,-1.5976622,0.053549424,3.5483367,1.1938417,-0.18939294,-0.45725477,0.0039530424,0.47742468,1.7249775,0.3999117,0.35394916,-1.4913012,-0.09061982,4.1315103,False,2.5780432
0.59750754,1.0,1.0,1.1938417,-0.18939294,-0.45725477,0.0039530424,0.47742468,1.7249775,0.3999117,0.35394916,-1.4913012,-0.09061982,4.1315103,1.1984481,-0.18193975,-0.46254754,0.0020484927,0.5125891,1.9379383,0.6189195,1.2416714,-0.30133837,-0.18004772,4.5409617,False,2.8742728
0.49110556,1.0,1.0,1.1984481,-0.18193975,-0.46254754,0.0020484927,0.5125891,1.9379383,0.6189195,1.2416714,-0.30133837,-0.18004772,4.5409617,1.2023765,-0.16922626,-0.46319476,0.0026106546,0.5518525,1.8388637,0.37172198,1.7888622,0.058905978,0.16844074,5.165805,False,2.894466
0.449606,1.0,1.0,1.2023765,-0.16922626,-0.46319476,0.0026106546,0.5518525,1.8388637,0.37172198,1.7888622,0.058905978,0.16844074,5.165805,1.2035567,-0.1529718,-0.46079883,0.0039340276,0.59684247,1.663977,0.043001257,2.155796,0.46408764,0.11341635,5.892941,False,2.7057505
0.28567988,1.0,1.0,1.2035567,-0.1529718,-0.46079883,0.0039340276,0.59684247,1.663977,0.043001257,2.155796,0.46408764,0.11341635,5.892941,1.2035775,-0.13580392,-0.45716944,0.004632984,0.6473203,1.7069409,0.0072266003,2.1369777,0.4651306,0.049422167,6.548362,False,2.6776721
0.4233569,1.0,1.0,1.2035775,-0.13580392,-0.45716944,0.004632984,0.6473203,1.7069409,0.0072266003,2.1369777,0.4651306,0.049422167,6.548362,1.2038174,-0.117801316,-0.45161894,0.004206422,0.70211375,1.7001024,0.031653702,2.310909,0.78913134,-0.061923053,6.904034,False,2.7082357
0.3086044,1.0,1.0,1.2038174,-0.117801316,-0.45161894,0.004206422,0.70211375,1.7001024,0.031653702,2.310909,0.78913134,-0.061923053,6.904034,1.2038537,-0.099403076,-0.4463703,0.004130277,0.7590237,1.5436108,0.017738018,2.3027174,0.56596774,0.015182856,7.251241,False,2.6140883
0.14210102,1.0,1.0,1.2038537,-0.099403076,-0.4463703,0.004130277,0.7590237,1.5436108,0.017738018,2.3027174,0.56596774,0.015182856,7.251241,1.2047929,-0.081923306,-0.44430408,0.010467606,0.8070639,1.267044,0.16877994,2.127766,0.26259544,1.7897192,3.7323077,False,2.358683
-0.5883619,0.682845,1.0,1.2047929,-0.081923306,-0.44430408,0.010467606,0.8070639,1.267044,0.16877994,2.127766,0.26259544,1.7897192,3.7323077,1.2070005,-0.070755154,-0.4399507,0.022202142,0.80868363,0.3946261,0.3659885,0.9988329,1.0018126,0.4338486,-1.069007,False,1.8040162
-0.21764907,0.14252725,1.0,1.2070005,-0.070755154,-0.4399507,0.022202142,0.80868363,0.3946261,0.3659885,0.9988329,1.0018126,0.4338486,-1.069007,1.211088,-0.06543006,-0.42378217,0.0074712504,0.796858,-0.51779187,0.54993826,0.41725048,2.0440714,-2.3698227,-1.6900697,False,0.72512347
-0.021203212,0.10187494,0.2781893,1.211088,-0.06543006,-0.42378217,0.0074712504,0.796858,-0.51779187,0.54993826,0.41725048,2.0440714,-2.3698227,-1.6900697,1.2145448,-0.06411386,-0.41203073,-0.006892278,0.7807123,-0.22893691,0.34006828,0.025865832,1.1272347,-1.6099988,-1.7543623,False,0.61868423
-0.24363555,0.104917735,0.072903596,1.2145448,-0.06411386,-0.41203073,-0.006892278,0.7807123,-0.22893691,0.34006828,0.025865832,1.1272347,-1.6099988,-1.7543623,1.2159436,-0.06676613,-0.40920797,-0.015113883,0.7672269,0.14388996,0.081941284,-0.50547516,-0.042631693,-0.7433596,-1.6083157,False,1.0221866
-0.48454404,0.40197575,0.04463022,1.2159436,-0.06676613,-0.40920797,-0.015113883,0.7672269,0.14388996,0.081941284,-0.50547516,-0.042631693,-0.7433596,-1.6083157,1.2156864,-0.073853396,-0.4190852,-0.012543134,0.7539987,0.24047856,-0.087256715,-1.0584655,-1.8392682,0.84953475,-1.6218592,False,1.2220126
-0.8808971,0.13941146,-0.12001738,1.2156864,-0.073853396,-0.4190852,-0.012543134,0.7539987,0.24047856,-0.087256715,-1.0584655,-1.8392682,0.84953475,-1.6218592,1.2143413,-0.08650109,-0.44320482,-0.00054010743,0.741368,0.2624122,-0.2232482,-1.8430784,-3.5993624,1.8168812,-1.5509969,False,1.2427013
-0.65953565,0.50548685,-0.022469642,1.2143413,-0.08650109,-0.44320482,-0.00054010743,0.741368,0.2624122,-0.2232482,-1.8430784,-3.5993624,1.8168812,-1.5509969,1.2118341,-0.10224842,-0.47111347,0.008092544,0.73382205,0.33691785,-0.3545812,-2.039147,-3.2426083,0.3129825,-0.45281604,False,1.3257114
-0.563408,0.99371564,0.17143197,1.2118341,-0.10224842,-0.47111347,0.008092544,0.73382205,0.33691785,-0.3545812,-2.039147,-3.2426083,0.3129825,-0.45281604,1.2084836,-0.11892668,-0.4968621,0.0071542417,0.734564,0.39508897,-0.46274132,-2.1139877,-3.2663734,-0.25175983,0.34111312,False,1.3624253
-0.23144229,1.0,0.36224297,1.2084836,-0.11892668,-0.4968621,0.0071542417,0.734564,0.39508897,-0.46274132,-2.1139877,-3.2663734,-0.25175983,0.34111312,1.2043273,-0.13369384,-0.52110213,0.0044680275,0.74066335,0.4738052,-0.55274534,-1.7008643,-2.9938426,-0.20774613,0.9141097,False,1.4419682
-0.1653307,1.0,0.6737628,1.2043273,-0.13369384,-0.52110213,0.0044680275,0.74066335,0.4738052,-0.55274534,-1.7008643,-2.9938426,-0.20774613,0.9141097,1.1994442,-0.14513555,-0.5446934,0.0037764031,0.7532208,0.59341735,-0.65170795,-1.2797552,-2.9356756,0.02698339,1.9025697,False,1.539468
-0.16096869,1.0,0.9546071,1.1994442,-0.14513555,-0.5446934,0.0037764031,0.7532208,0.59341735,-0.65170795,-1.2797552,-2.9356756,0.02698339,1.9025697,1.1935738,-0.15361083,-0.5679527,0.0037848668,0.7759197,0.77682966,-0.790387,-0.93657106,-2.8944185,0.0177455,3.3298538,False,1.7009022
-0.32596928,1.0,1.0,1.1935738,-0.15361083,-0.5679527,0.0037848668,0.7759197,0.77682966,-0.790387,-0.93657106,-2.8944185,0.0177455,3.3298538,1.1864551,-0.16082633,-0.59243274,0.008698013,0.7989969,0.92406416,-0.94620687,-0.87235373,-3.008312,1.164514,1.7604413,False,1.8788949
-0.6645088,1.0,0.87224627,1.1864551,-0.16082633,-0.59243274,0.008698013,0.7989969,0.92406416,-0.94620687,-0.87235373,-3.008312,1.164514,1.7604413,1.1793126,-0.16970043,-0.6145946,0.016259464,0.8000373,0.41478297,-0.80740833,-1.2321357,-2.4688232,0.3356448,-0.3958544,False,1.6681858
-0.042522773,1.0,-0.054955676,1.1793126,-0.16970043,-0.6145946,0.016259464,0.8000373,0.41478297,-0.80740833,-1.2321357,-2.4688232,0.3356448,-0.3958544,1.1744215,-0.17696701,-0.6237955,0.009975951,0.7887575,-0.17860453,-0.51780677,-0.7772341,-0.6794029,-1.3104563,-1.526889,False,1.0003437
-0.19334291,0.2577367,-0.22247611,1.1744215,-0.17696701,-0.6237955,0.009975951,0.7887575,-0.17860453,-0.51780677,-0.7772341,-0.6794029,-1.3104563,-1.526889,1.1702048,-0.18359046,-0.62934583,-0.0013135372,0.7764298,-0.060455587,-0.5950299,-0.871564,-0.93861264,-0.93830705,-1.8589733,False,0.8333784
-0.047649864,0.0875998,-0.29297704,1.1702048,-0.18359046,-0.62934583,-0.0013135372,0.7764298,-0.060455587,-0.5950299,-0.871564,-0.93861264,-0.93830705,-1.8589733,1.1643395,-0.18979044,-0.63628286,-0.005980619,0.7581774,0.16585346,-0.7906856,-0.7122267,-0.837384,-0.3977021,-2.4749699,False,1.118972
0.06114559,0.29525855,-0.15419099,1.1643395,-0.18979044,-0.63628286,-0.005980619,0.7581774,0.16585346,-0.7906856,-0.7122267,-0.837384,-0.3977021,-2.4749699,1.1578981,-0.19378112,-0.642825,-0.0061361287,0.7377056,0.09522987,-0.805318,-0.37701377,-0.8080911,0.1784981,-2.5803545,False,1.1255952
-0.12051767,-0.027558928,0.030764816,1.1578981,-0.19378112,-0.642825,-0.0061361287,0.7377056,0.09522987,-0.805318,-0.37701377,-0.8080911,0.1784981,-2.5803545,1.1513921,-0.19677871,-0.6493193,-0.007019117,0.7215411,0.08716713,-0.8357175,-0.37765446,-0.8085678,-0.24156833,-1.7560607,False,1.0734614
-0.0173112,0.20357308,0.101154074,1.1513921,-0.19677871,-0.6493193,-0.007019117,0.7215411,0.08716713,-0.8357175,-0.37765446,-0.8085678,-0.24156833,-1.7560607,1.1440735,-0.19915265,-0.65583175,-0.008024057,0.7093516,0.24701834,-0.9683047,-0.25095513,-0.8159359,-0.059717916,-1.3916445,False,1.1866708
0.115792215,0.46568826,0.22911936,1.1440735,-0.19915265,-0.65583175,-0.008024057,0.7093516,0.24701834,-0.9683047,-0.25095513,-0.8159359,-0.059717916,-1.3916445,1.1358422,-0.19954108,-0.6624359,-0.005755939,0.7000216,0.32806376,-1.0595629,0.06865022,-0.832005,0.47248352,-1.0238314,False,1.3049786
-0.039825343,0.66935134,0.88320833,1.1358422,-0.19954108,-0.6624359,-0.005755939,0.7000216,0.32806376,-1.0595629,0.06865022,-0.832005,0.47248352,-1.0238314,1.1270281,-0.19868481,-0.67271286,-0.00030407307,0.6995111,0.48367456,-1.1092533,0.13303171,-1.513606,0.8138501,0.4458396,False,1.3946718
0.17999989,1.0,1.0,1.1270281,-0.19868481,-0.67271286,-0.00030407307,0.6995111,0.48367456,-1.1092533,0.13303171,-1.513606,0.8138501,0.4458396,1.1205399,-0.1959392,-0.6835016,0.004518155,0.7104428,1.0978459,-0.58487684,0.450216,-1.1528845,0.28759345,1.969157,False,1.8574628
0.1745134,1.0,1.0,1.1205399,-0.1959392,-0.6835016,0.004518155,0.7104428,1.0978459,-0.58487684,0.450216,-1.1528845,0.28759345,1.969157,1.1182075,-0.19126835,-0.6907931,0.0038289754,0.7327608,1.5730249,-0.1659729,0.6560102,-0.8295467,-0.18992616,3.2048178,False,2.4035215
0.45552883,1.0,1.0,1.1182075,-0.19126835,-0.6907931,0.0038289754,0.7327608,1.5730249,-0.1659729,0.6560102,-0.8295467,-0.18992616,3.2048178,1.1175373,-0.18306607,-0.6941263,0.0021657648,0.7623388,1.8171017,-0.06689084,1.2305268,-0.25975356,-0.11535323,3.9617474,False,2.7470434
0.37560815,1.0,1.0,1.1175373,-0.18306607,-0.6941263,0.0021657648,0.7623388,1.8171017,-0.06689084,1.2305268,-0.25975356,-0.11535323,3.9617474,1.1164709,-0.17125045,-0.6958363,0.004430476,0.7948745,1.6910394,-0.19368483,1.6244147,-0.14608376,0.7874478,3.4683015,False,2.7577753
0.08017627,1.0,1.0,1.1164709,-0.17125045,-0.6958363,0.004430476,0.7948745,1.6910394,-0.19368483,1.6244147,-0.14608376,0.7874478,3.4683015,1.1144985,-0.1586221,-0.6941913,0.015181659,0.80269754,1.173979,-0.21297568,1.5544606,0.7083677,1.0107338,-0.13388847,False,2.4104707
-0.119256176,-0.2258853,1.0,1.1144985,-0.1586221,-0.6941913,0.015181659,0.80269754,1.173979,-0.21297568,1.5544606,0.7083677,1.0107338,-0.13388847,1.1148342,-0.14868516,-0.6801663,0.0060502975,0.79827017,0.4315206,0.17773853,1.0189586,1.9223554,-1.7037479,-0.9756308,False,1.6574283
-0.03607194,-0.08252164,0.72129273,1.1148342,-0.14868516,-0.6801663,0.0060502975,0.79827017,0.4315206,0.17773853,1.0189586,1.9223554,-1.7037479,-0.9756308,1.1163082,-0.14298294,-0.66873384,-0.004950708,0.7874826,0.47302878,0.13849989,0.54619956,1.149964,-1.4032508,-1.0207468,False,1.4220723
-0.09304644,-0.020666141,0.5875181,1.1163082,-0.14298294,-0.66873384,-0.004950708,0.7874826,0.47302878,0.13849989,0.54619956,1.149964,-1.4032508,-1.0207468,1.1159074,-0.14074175,-0.6630726,-0.01697635,0.7859734,0.7094162,-0.18860829,0.14062306,0.48757684,-1.543606,0.23899058,False,1.6114315
0.0031109117,0.08352712,0.6590185,1.1159074,-0.14074175,-0.6630726,-0.01697635,0.7859734,0.7094162,-0.18860829,0.14062306,0.48757684,-1.543606,0.23899058,1.1128554,-0.14023678,-0.6609872,-0.027424745,0.7891773,0.8423767,-0.46005374,0.032846328,0.12471773,-1.0952152,0.34819776,False,1.8158182
0.105874,0.4195088,0.73017955,1.1128554,-0.14023678,-0.6609872,-0.027424745,0.7891773,0.8423767,-0.46005374,0.032846328,0.12471773,-1.0952152,0.34819776,1.109138,-0.13920653,-0.6625038,-0.029900447,0.789476,0.7444443,-0.44607833,0.19498453,-0.34551585,0.08471949,-0.07874476,False,1.7852114
0.11023346,0.5426249,1.0,1.109138,-0.13920653,-0.6625038,-0.029900447,0.789476,0.7444443,-0.44607833,0.19498453,-0.34551585,0.08471949,-0.07874476,1.1056274,-0.13669337,-0.6671592,-0.025046464,0.79013604,0.7628692,-0.4614871,0.38355485,-0.67903036,0.9166279,0.0992914,False,1.7327917
0.06804955,0.48487285,1.0,1.1056274,-0.13669337,-0.6671592,-0.025046464,0.79013604,0.7628692,-0.4614871,0.38355485,-0.67903036,0.9166279,0.0992914,1.1011983,-0.1330593,-0.67331696,-0.014514276,0.79056615,0.88276505,-0.61282766,0.49887818,-0.80847836,1.5363942,0.024137443,False,1.8414134
0.09789979,0.6222247,1.0,1.1011983,-0.1330593,-0.67331696,-0.014514276,0.79056615,0.88276505,-0.61282766,0.49887818,-0.80847836,1.5363942,0.024137443,1.0957772,-0.12816174,-0.6806578,0.000989437,0.7897568,0.881048,-0.70498174,0.68270284,-0.9618333,2.019144,-0.0473934,False,1.8880907
