Action_0,Action_1,Action_2,Old0,Old1,Old2,Old3,Old4,Old5,Old6,Old7,Old8,Old9,Old10,Observation_0,Observation_1,Observation_2,Observation_3,Observation_4,Observation_5,Observation_6,Observation_7,Observation_8,Observation_9,Observation_10,Done,Reward
-0.5411546,1.0,1.0,0.7801027,0.0790799,-0.585866,-1.0397298,0.7934644,0.97708416,1.5048947,0.9186391,-4.057254,10.0,-0.04326869,0.79184854,0.08476206,-0.62103045,-0.9572412,0.7918578,0.89884573,1.3943456,0.60100806,-4.5442076,10.0,-0.21923353,False,1.9211619
-0.51949304,1.0,1.0,0.79184854,0.08476206,-0.62103045,-0.9572412,0.7918578,0.89884573,1.3943456,0.60100806,-4.5442076,10.0,-0.21923353,0.80125296,0.08861665,-0.6583035,-0.87488323,0.7911383,0.7844146,1.047439,0.41998816,-4.7186103,10.0,0.0014004709,False,1.8299004
-0.5886291,1.0,1.0,0.80125296,0.08861665,-0.6583035,-0.87488323,0.7911383,0.7844146,1.047439,0.41998816,-4.7186103,10.0,0.0014004709,0.8083933,0.09088023,-0.69781446,-0.7924905,0.7918187,0.61981535,0.82634085,0.21282694,-5.0582013,10.0,0.10212281,False,1.6771166
-0.7711402,1.0,1.0,0.8083933,0.09088023,-0.69781446,-0.7924905,0.7918187,0.61981535,0.82634085,0.21282694,-5.0582013,10.0,0.10212281,0.81438357,0.090584,-0.74207515,-0.7080661,0.79222006,0.5021591,0.7042949,-0.16520756,-5.7689753,10.0,0.01034022,False,1.5368869
-0.9623697,1.0,1.0,0.81438357,0.090584,-0.74207515,-0.7080661,0.79222006,0.5021591,0.7042949,-0.16520756,-5.7689753,10.0,0.01034022,0.81908864,0.086642794,-0.79305345,-0.6206884,0.7919673,0.4173511,0.5063398,-0.6592174,-6.6693883,10.0,-0.0410638,False,1.4456882
-1.0,1.0,1.0,0.81908864,0.086642794,-0.79305345,-0.6206884,0.7919673,0.4173511,0.5063398,-0.6592174,-6.6693883,10.0,-0.0410638,0.8218515,0.07949975,-0.8497183,-0.5313162,0.791821,0.2998143,0.2501837,-1.0108011,-7.2911925,10.0,0.0011920934,False,1.3438394
-1.0,1.0,0.9641084,0.8218515,0.07949975,-0.8497183,-0.5313162,0.791821,0.2998143,0.2501837,-1.0108011,-7.2911925,10.0,0.0011920934,0.8227642,0.07028986,-0.9101209,-0.44088367,0.79177094,0.15587956,0.0427325,-1.2218959,-7.683764,10.0,0.00080490124,False,1.2066405
-1.0,1.0,1.0,0.8227642,0.07028986,-0.9101209,-0.44088367,0.79177094,0.15587956,0.0427325,-1.2218959,-7.683764,10.0,0.00080490124,0.8223143,0.059835985,-0.97294295,-0.35019118,0.7921007,0.028906401,-0.11452071,-1.3495305,-7.9381666,10.0,0.04046775,False,1.0712972
-0.99842894,1.0,1.0,0.8223143,0.059835985,-0.97294295,-0.35019118,0.7921007,0.028906401,-0.11452071,-1.3495305,-7.9381666,10.0,0.04046775,0.82063144,0.048643846,-1.0372598,-0.2593567,0.7921481,-0.08229963,-0.26720503,-1.4233285,-8.08983,10.0,-0.011800771,False,0.9563528
-0.9922762,1.0,1.0,0.82063144,0.048643846,-1.0372598,-0.2593567,0.7921481,-0.08229963,-0.26720503,-1.4233285,-8.08983,10.0,-0.011800771,0.81779385,0.037085436,-1.102402,-0.16874328,0.79203004,-0.19816414,-0.40725774,-1.4544781,-8.1688385,10.0,-0.01056385,False,0.84323543
-1.0,1.0,1.0,0.81779385,0.037085436,-1.102402,-0.16874328,0.79203004,-0.19816414,-0.40725774,-1.4544781,-8.1688385,10.0,-0.01056385,0.8138592,0.025321439,-1.1681364,-0.07853665,0.7920193,-0.315462,-0.54375684,-1.4775391,-8.2402315,10.0,0.0021905906,False,0.72570944
-1.0,0.94386786,1.0,0.8138592,0.025321439,-1.1681364,-0.07853665,0.7920193,-0.315462,-0.54375684,-1.4775391,-8.2402315,10.0,0.0021905906,0.80891204,0.013436884,-1.2329606,0.008643773,0.79318506,-0.42774308,-0.6625478,-1.490105,-7.7305055,10.0,0.50848126,False,0.6117949
-1.0,0.6622956,1.0,0.80891204,0.013436884,-1.2329606,0.008643773,0.79318506,-0.42774308,-0.6625478,-1.490105,-7.7305055,10.0,0.50848126,0.8058432,8.057081e-05,-1.2649484,0.033939853,0.8117419,-0.7367549,-0.09313953,-1.8878268,-1.9112495,-0.42803785,2.2123034,False,0.3980281
-1.0,0.9295914,0.08404724,0.8058432,8.057081e-05,-1.2649484,0.033939853,0.8117419,-0.7367549,-0.09313953,-1.8878268,-1.9112495,-0.42803785,2.2123034,0.8089181,-0.01984866,-1.2717247,0.018793918,0.8015948,-1.0297606,0.69850165,-2.8663905,-0.81714976,-2.3139489,-2.6637933,False,0.0798895
-0.51182497,-0.8289809,-1.0,0.8089181,-0.01984866,-1.2717247,0.018793918,0.8015948,-1.0297606,0.69850165,-2.8663905,-0.81714976,-2.3139489,-2.6637933,0.818553,-0.043796662,-1.2740661,-0.008852512,0.7739133,-1.2193245,1.3465664,-3.085788,-0.43677467,-3.4446847,-3.8421485,False,-0.17866395
-0.09908969,-1.0,-0.97247934,0.818553,-0.043796662,-1.2740661,-0.008852512,0.7739133,-1.2193245,1.3465664,-3.085788,-0.43677467,-3.4446847,-3.8421485,0.82723,-0.066731974,-1.2710248,-0.04107078,0.73848385,-1.0967709,0.89717346,-2.7693791,0.8165542,-4.323051,-4.7973523,False,-0.14573875
-0.060712017,-0.64486146,-0.6638942,0.82723,-0.066731974,-1.2710248,-0.04107078,0.73848385,-1.0967709,0.89717346,-2.7693791,0.8165542,-4.323051,-4.7973523,0.8329058,-0.08784112,-1.262707,-0.076200314,0.69848484,-1.0328662,0.65720254,-2.5696833,1.1229326,-4.434022,-5.0675883,False,-0.047815755
0.16173783,-0.6630773,-0.5699649,0.8329058,-0.08784112,-1.262707,-0.076200314,0.69848484,-1.0328662,0.65720254,-2.5696833,1.1229326,-4.434022,-5.0675883,0.8384848,-0.106080115,-1.2501717,-0.114532225,0.65906537,-1.0168602,0.72857267,-2.129543,1.782396,-4.9620385,-4.8635206,False,-0.022473788
0.7094237,-0.68522805,-0.5083125,0.8384848,-0.106080115,-1.2501717,-0.114532225,0.65906537,-1.0168602,0.72857267,-2.129543,1.782396,-4.9620385,-4.8635206,0.8444933,-0.117757834,-1.2259701,-0.16014211,0.6212861,-0.94411653,0.75795686,-1.1194757,3.6505356,-6.0520396,-4.675638,False,0.027272753
0.5544358,-0.90842205,-0.4233379,0.8444933,-0.117757834,-1.2259701,-0.16014211,0.6212861,-0.94411653,0.75795686,-1.1194757,3.6505356,-6.0520396,-4.675638,0.850346,-0.12453273,-1.1914427,-0.21420309,0.5866299,-0.9248854,0.70545954,-0.71090794,4.6469245,-7.101394,-4.1753645,False,0.07469701
0.45989832,-0.95397013,-0.4318677,0.850346,-0.12453273,-1.1914427,-0.21420309,0.5866299,-0.9248854,0.70545954,-0.71090794,4.6469245,-7.101394,-4.1753645,0.8552789,-0.12963517,-1.1521817,-0.27408594,0.5546131,-0.9680061,0.5573441,-0.60306424,5.0353,-7.6760416,-3.9230547,False,0.05199141
0.26321378,-0.6463354,-0.54977196,0.8552789,-0.12963517,-1.1521817,-0.27408594,0.5546131,-0.9680061,0.5573441,-0.60306424,5.0353,-7.6760416,-3.9230547,0.8586206,-0.13550991,-1.1155777,-0.330949,0.520182,-0.9952402,0.33543965,-0.79546374,4.3503766,-6.832781,-4.485934,False,0.011353199
0.43619645,-0.60892326,-0.5531097,0.8586206,-0.13550991,-1.1155777,-0.330949,0.520182,-0.9952402,0.33543965,-0.79546374,4.3503766,-6.832781,-4.485934,0.8605911,-0.14114258,-1.080679,-0.3837548,0.48233658,-0.96322817,0.20586853,-0.6536784,4.36915,-6.4824896,-4.851394,False,0.023136819
0.43666938,-0.6880245,-0.63843924,0.8605911,-0.14114258,-1.080679,-0.3837548,0.48233658,-0.96322817,0.20586853,-0.6536784,4.36915,-6.4824896,-4.851394,0.86181587,-0.14579728,-1.045038,-0.43503895,0.44171062,-0.9388608,0.12273276,-0.54279494,4.500207,-6.3742595,-5.1968875,False,0.05586371
0.5352819,-0.62930626,-0.68708515,0.86181587,-0.14579728,-1.045038,-0.43503895,0.44171062,-0.9388608,0.12273276,-0.54279494,4.500207,-6.3742595,-5.1968875,0.8624044,-0.1490055,-1.0076334,-0.48628154,0.40507218,-0.92799103,0.05566274,-0.3277034,4.741911,-6.581097,-3.8677273,False,0.06540688
0.3915293,-0.3756703,-0.8417664,0.8624044,-0.1490055,-1.0076334,-0.48628154,0.40507218,-0.92799103,0.05566274,-0.3277034,4.741911,-6.581097,-3.8677273,0.86954784,-0.1528938,-0.9751621,-0.5356747,0.3783801,0.20771997,1.5565858,-0.58326995,3.670199,-5.946252,-3.0822885,False,0.7165902
0.29182607,-0.32741416,-1.0,0.86954784,-0.1528938,-0.9751621,-0.5356747,0.3783801,0.20771997,1.5565858,-0.58326995,3.670199,-5.946252,-3.0822885,0.8870249,-0.15850377,-0.95022416,-0.5775833,0.35164022,0.8913205,2.383703,-0.725763,2.9014137,-4.8201046,-3.6387823,False,1.7042882
0.37501624,-0.9156003,-1.0,0.8870249,-0.15850377,-0.95022416,-0.5775833,0.35164022,0.8913205,2.383703,-0.725763,2.9014137,-4.8201046,-3.6387823,0.90597683,-0.16347921,-0.922752,-0.6191097,0.31873992,0.8444969,2.297581,-0.56351304,3.724375,-5.304908,-4.55179,False,1.9034156
0.37674934,-0.9367705,-1.0,0.90597683,-0.16347921,-0.922752,-0.6191097,0.31873992,0.8444969,2.297581,-0.56351304,3.724375,-5.304908,-4.55179,0.9220351,-0.1673328,-0.88965315,-0.66261476,0.27646607,0.3882058,1.8336751,-0.44252035,4.3484106,-5.528643,-5.659582,False,1.5685161
0.1598645,-0.1884924,-1.0,0.9220351,-0.1673328,-0.88965315,-0.66261476,0.27646607,0.3882058,1.8336751,-0.44252035,4.3484106,-5.528643,-5.659582,0.9354919,-0.17229882,-0.8611456,-0.69689107,0.2229808,0.3207177,1.6594603,-0.71533346,3.1814382,-3.7129984,-7.163675,False,1.290346
0.27413732,0.7056779,-1.0,0.9354919,-0.17229882,-0.8611456,-0.69689107,0.2229808,0.3207177,1.6594603,-0.71533346,3.1814382,-3.7129984,-7.163675,0.9489783,-0.1779901,-0.8433976,-0.7102893,0.15544802,0.76124173,1.7092403,-0.6852582,1.772115,-0.66419774,-9.06046,False,1.5769496
0.29434738,0.68921846,-0.9741508,0.9489783,-0.1779901,-0.8433976,-0.7102893,0.15544802,0.76124173,1.7092403,-0.6852582,1.772115,-0.66419774,-9.06046,0.9627372,-0.18242683,-0.8324864,-0.7070644,0.08086476,1.10346,1.754959,-0.46530178,1.157749,0.9018173,-9.381242,False,1.9855721
0.2566935,-0.007196039,-0.6984653,0.9627372,-0.18242683,-0.8324864,-0.7070644,0.08086476,1.10346,1.754959,-0.46530178,1.157749,0.9018173,-9.381242,0.9793929,-0.18537934,-0.82131785,-0.70576113,0.013694336,1.3672011,2.2682865,-0.31737792,1.4999652,-0.1515893,-7.9639583,False,2.2816908
0.67619205,-0.7291011,-0.30991536,0.9793929,-0.18537934,-0.82131785,-0.70576113,0.013694336,1.3672011,2.2682865,-0.31737792,1.4999652,-0.1515893,-7.9639583,0.9976368,-0.18428293,-0.79734004,-0.7238632,-0.03798981,1.1901792,2.1894805,0.3642672,3.7411,-3.229862,-5.809233,False,2.2927232
0.58312166,-1.0,-0.35929883,0.9976368,-0.18428293,-0.79734004,-0.7238632,-0.03798981,1.1901792,2.1894805,0.3642672,3.7411,-3.229862,-5.809233,1.0120567,-0.18001561,-0.75994456,-0.76086825,-0.07802742,0.72277945,1.5810128,0.6002928,5.121598,-5.3305683,-4.599858,False,1.8909316
0.2996382,-1.0,-0.25050387,1.0120567,-0.18001561,-0.75994456,-0.76086825,-0.07802742,0.72277945,1.5810128,0.6002928,5.121598,-5.3305683,-4.599858,1.0231754,-0.17716525,-0.71931696,-0.80957556,-0.10896558,0.5342906,1.3290374,0.20894557,5.0352497,-6.4998345,-3.4739778,False,1.5724826
0.3688413,-0.6281924,-0.4200466,1.0231754,-0.17716525,-0.71931696,-0.80957556,-0.10896558,0.5342906,1.3290374,0.20894557,5.0352497,-6.4998345,-3.4739778,1.0333118,-0.17677288,-0.6812645,-0.8601761,-0.13768196,0.62256265,1.238257,-0.03560276,4.617997,-6.253258,-3.6384385,False,1.5800805
0.4026314,-0.6030235,-0.45345682,1.0333118,-0.17677288,-0.6812645,-0.8601761,-0.13768196,0.62256265,1.238257,-0.03560276,4.617997,-6.253258,-3.6384385,1.0427011,-0.1776,-0.6453212,-0.9091641,-0.1679882,0.65123016,1.1284246,-0.1340002,4.430156,-6.050936,-3.870697,False,1.6499726
0.41196918,-0.46141177,-0.46334344,1.0427011,-0.1776,-0.6453212,-0.9091641,-0.1679882,0.65123016,1.1284246,-0.1340002,4.430156,-6.050936,-3.870697,1.0508258,-0.17880698,-0.6112488,-0.95485705,-0.20094879,0.61121505,0.9509848,-0.15500873,4.178709,-5.542559,-4.242771,False,1.6234335
0.42353997,-0.27224818,-0.3128094,1.0508258,-0.17880698,-0.6112488,-0.95485705,-0.20094879,0.61121505,0.9509848,-0.15500873,4.178709,-5.542559,-4.242771,1.0576637,-0.17992961,-0.5795692,-0.9961865,-0.23510757,0.6526635,0.8050194,-0.12795837,3.8571532,-4.9780564,-4.270814,False,1.6267492
0.4543303,-0.23133394,-0.25649878,1.0576637,-0.17992961,-0.5795692,-0.9961865,-0.23510757,0.6526635,0.8050194,-0.12795837,3.8571532,-4.9780564,-4.270814,1.063492,-0.18049146,-0.54940593,-1.0341966,-0.2685512,0.7457135,0.6855117,-0.03463428,3.729201,-4.628285,-4.125093,False,1.7100723
0.4332911,0.13124815,-0.1609965,1.063492,-0.18049146,-0.54940593,-1.0341966,-0.2685512,0.7457135,0.6855117,-0.03463428,3.729201,-4.628285,-4.125093,1.0683079,-0.1803675,-0.5226734,-1.0653634,-0.3018456,0.866117,0.55782187,0.05465201,3.155811,-3.5215974,-4.1545353,False,1.8153394
0.49889913,0.45992658,0.24188437,1.0683079,-0.1803675,-0.5226734,-1.0653634,-0.3018456,0.866117,0.55782187,0.05465201,3.155811,-3.5215974,-4.1545353,1.0722594,-0.17874679,-0.5003574,-1.0883396,-0.33103076,1.0581893,0.4547383,0.29591498,2.6129339,-2.5208752,-3.3593988,False,1.9778913
0.25988382,0.5874714,0.28150734,1.0722594,-0.17874679,-0.5003574,-1.0883396,-0.33103076,1.0581893,0.4547383,0.29591498,2.6129339,-2.5208752,-3.3593988,1.0751784,-0.17674893,-0.48519003,-1.1014951,-0.35468236,1.2921878,0.31032574,0.24520393,1.5428014,-1.18588,-2.713498,False,2.2003033
0.25705314,0.7297898,0.26315945,1.0751784,-0.17674893,-0.48519003,-1.1014951,-0.35468236,1.2921878,0.31032574,0.24520393,1.5428014,-1.18588,-2.713498,1.077068,-0.17440325,-0.4771043,-1.1040682,-0.37440738,1.5086274,0.20288232,0.33752975,0.7482543,0.13078931,-2.3001516,False,2.4279363
0.16463743,0.72021353,0.20577309,1.077068,-0.17440325,-0.4771043,-1.1040682,-0.37440738,1.5086274,0.20288232,0.33752975,0.7482543,0.13078931,-2.3001516,1.0784254,-0.17148803,-0.474742,-1.097361,-0.39116803,1.6549512,0.152535,0.39509454,0.07205481,1.212431,-1.9621673,False,2.6016142
0.027594183,0.78558147,0.12878469,1.0784254,-0.17148803,-0.474742,-1.097361,-0.39116803,1.6549512,0.152535,0.39509454,0.07205481,1.212431,-1.9621673,1.0793169,-0.16863655,-0.47850782,-1.0813308,-0.40653962,1.7686657,0.08504693,0.35152054,-0.7345614,2.4125996,-1.8757198,False,2.722327
-0.031884395,0.7542413,0.14896601,1.0793169,-0.16863655,-0.47850782,-1.0813308,-0.40653962,1.7686657,0.08504693,0.35152054,-0.7345614,2.4125996,-1.8757198,1.0796163,-0.16598655,-0.48734474,-1.0579746,-0.42012855,1.8561015,0.0061515686,0.33225536,-1.286237,3.1893349,-1.5909876,False,2.8222668
-0.17984042,0.7828839,0.07722975,1.0796163,-0.16598655,-0.48734474,-1.0579746,-0.42012855,1.8561015,0.0061515686,0.33225536,-1.286237,3.1893349,-1.5909876,1.07915,-0.16411948,-0.5015371,-1.0276923,-0.4325976,1.9092559,-0.096693106,0.1931444,-2.0138988,4.0907497,-1.5221511,False,2.8867896
-0.2054907,0.8147988,-0.032766376,1.07915,-0.16411948,-0.5015371,-1.0276923,-0.4325976,1.9092559,-0.096693106,0.1931444,-2.0138988,4.0907497,-1.5221511,1.077973,-0.1629302,-0.5203957,-0.99054456,-0.44577727,1.9394761,-0.17188558,0.1346185,-2.5239894,4.9239855,-1.6944805,False,2.9254766
-0.47262138,0.8226668,-0.06268565,1.077973,-0.1629302,-0.5203957,-0.99054456,-0.44577727,1.9394761,-0.17188558,0.1346185,-2.5239894,4.9239855,-1.6944805,1.0762354,-0.16370687,-0.5458475,-0.9462252,-0.45994836,1.9566767,-0.25101984,-0.20771632,-3.5045812,5.8487306,-1.7972279,False,2.944919
-0.5183318,1.0,-0.25599438,1.0762354,-0.16370687,-0.5458475,-0.9462252,-0.45994836,1.9566767,-0.25101984,-0.20771632,-3.5045812,5.8487306,-1.7972279,1.0736656,-0.16658898,-0.5786341,-0.8924152,-0.4782317,1.9923916,-0.35888132,-0.42826122,-4.3846903,7.159113,-2.5158098,False,2.9735165
-0.5236648,1.0,-0.3163599,1.0736656,-0.16658898,-0.5786341,-0.8924152,-0.4782317,1.9923916,-0.35888132,-0.42826122,-4.3846903,7.159113,-2.5158098,1.0705254,-0.1704996,-0.61633354,-0.8305926,-0.50114954,1.9871359,-0.41090092,-0.5111705,-4.870012,8.014237,-3.033663,False,2.9889736
-0.5502352,1.0,-0.46501192,1.0705254,-0.1704996,-0.61633354,-0.8305926,-0.50114954,1.9871359,-0.41090092,-0.5111705,-4.870012,8.014237,-3.033663,1.0669211,-0.17481332,-0.6570045,-0.76272434,-0.5292458,1.9213201,-0.47844872,-0.54667646,-5.183217,8.643987,-3.9381342,False,2.9446323
-0.5457059,0.73879313,-0.58070457,1.0669211,-0.17481332,-0.6570045,-0.76272434,-0.5292458,1.9213201,-0.47844872,-0.54667646,-5.183217,8.643987,-3.9381342,1.0649804,-0.17905574,-0.69899195,-0.69722676,-0.56042415,1.5933161,0.09000402,-0.50980705,-5.3699174,7.9695225,-3.8360856,False,2.7590334
-0.4223633,0.55742383,-0.39608186,1.0649804,-0.17905574,-0.69899195,-0.69722676,-0.56042415,1.5933161,0.09000402,-0.50980705,-5.3699174,7.9695225,-3.8360856,1.0703164,-0.18181932,-0.7404333,-0.6393593,-0.58734,1.1521947,0.87997293,-0.2650726,-5.0495076,6.899981,-3.1867468,False,2.2726882
0.45491284,0.02581229,-0.27307966,1.0703164,-0.18181932,-0.7404333,-0.6393593,-0.58734,1.1521947,0.87997293,-0.2650726,-5.0495076,6.899981,-3.1867468,1.0770358,-0.17725264,-0.76246965,-0.6002796,-0.6081634,1.1182716,0.7388452,0.97234523,-1.5766315,3.9409635,-2.432341,False,2.1191225
0.13960671,-0.061356727,0.19554962,1.0770358,-0.17725264,-0.76246965,-0.6002796,-0.6081634,1.1182716,0.7388452,0.97234523,-1.5766315,3.9409635,-2.432341,1.0805619,-0.16823046,-0.76793474,-0.57956094,-0.6194938,0.9625115,0.28297216,1.1947229,-0.26955733,1.9167836,-0.88372934,False,2.0421853
0.18613428,-0.039028846,0.47153386,1.0805619,-0.16823046,-0.76793474,-0.57956094,-0.6194938,0.9625115,0.28297216,1.1947229,-0.26955733,1.9167836,-0.88372934,1.0822319,-0.15798253,-0.7665832,-0.57243794,-0.6171173,0.71931547,0.20300177,1.3118193,0.36053488,0.37931588,0.9137669,False,1.7962979
-0.2642113,0.23679084,0.87791383,1.0822319,-0.15798253,-0.7665832,-0.57243794,-0.6171173,0.71931547,0.20300177,1.3118193,0.36053488,0.37931588,0.9137669,1.083301,-0.15063442,-0.7702958,-0.569963,-0.5999038,0.7642279,0.053632125,0.71460325,-0.87432796,0.28190193,2.790321,False,1.7199024
-0.020031296,1.0,1.0,1.083301,-0.15063442,-0.7702958,-0.569963,-0.5999038,0.7642279,0.053632125,0.71460325,-0.87432796,0.28190193,2.790321,1.0820203,-0.14503308,-0.78297687,-0.5595775,-0.5744355,1.0239077,-0.2800457,0.7129196,-1.9367789,1.825508,3.4346423,False,1.9212159
-0.45260167,1.0,1.0,1.0820203,-0.14503308,-0.78297687,-0.5595775,-0.5744355,1.0239077,-0.2800457,0.7129196,-1.9367789,1.825508,3.4346423,1.0787051,-0.14174871,-0.80794615,-0.53647435,-0.5432694,1.1696342,-0.48567533,0.27873552,-3.7169976,3.4362512,4.1804314,False,2.1202102
-0.40392923,1.0,1.0,1.0787051,-0.14174871,-0.80794615,-0.53647435,-0.5432694,1.1696342,-0.48567533,0.27873552,-3.7169976,3.4362512,4.1804314,1.0739082,-0.1399865,-0.8425799,-0.5036766,-0.5061858,1.2377195,-0.673985,0.20770885,-4.632181,4.4532146,4.8957047,False,2.2115662
-0.53435755,1.0,1.0,1.0739082,-0.1399865,-0.8425799,-0.5036766,-0.5061858,1.2377195,-0.673985,0.20770885,-4.632181,4.4532146,4.8957047,1.0674193,-0.13900636,-0.88424087,-0.4633547,-0.46383727,1.2644758,-0.8972929,0.09315277,-5.4925275,5.349669,5.5228314,False,2.2518559
-0.5254523,1.0,1.0,1.0674193,-0.13900636,-0.88424087,-0.4633547,-0.46383727,1.2644758,-0.8972929,0.09315277,-5.4925275,5.349669,5.5228314,1.059263,-0.13818285,-0.9307338,-0.41731867,-0.41679925,1.2587423,-1.0890665,0.119458124,-5.97129,5.9720874,6.085353,False,2.2590773
-0.52513635,1.0,1.0,1.059263,-0.13818285,-0.9307338,-0.41731867,-0.41679925,1.2587423,-1.0890665,0.119458124,-5.97129,5.9720874,6.085353,1.0498232,-0.13680682,-0.98002476,-0.36712644,-0.36557797,1.2155021,-1.2344944,0.20881148,-6.2554426,6.43934,6.582735,False,2.2297523
-0.4754173,1.0,1.0,1.0498232,-0.13680682,-0.98002476,-0.36712644,-0.36557797,1.2155021,-1.2344944,0.20881148,-6.2554426,6.43934,6.582735,1.0393516,-0.13420771,-1.0302403,-0.31403583,-0.31077164,1.1455057,-1.3555549,0.39220414,-6.285175,6.749105,7.0000777,False,2.1690052
-0.50626016,1.0,1.0,1.0393516,-0.13420771,-1.0302403,-0.31403583,-0.31077164,1.1455057,-1.3555549,0.39220414,-6.285175,6.749105,7.0000777,1.0279585,-0.13045494,-1.0809901,-0.2584337,-0.253003,1.0566365,-1.469568,0.5151559,-6.369446,7.062208,7.344345,False,2.0864224
-0.55131686,1.0,0.9837384,1.0279585,-0.13045494,-1.0809901,-0.2584337,-0.253003,1.0566365,-1.469568,0.5151559,-6.369446,7.062208,7.344345,1.0156558,-0.12605388,-1.1327624,-0.20018008,-0.19300282,0.95438904,-1.5832227,0.5738013,-6.518563,7.3998938,7.588971,False,1.98949
-0.4934543,1.0,1.0,1.0156558,-0.12605388,-1.1327624,-0.20018008,-0.19300282,0.95438904,-1.5832227,0.5738013,-6.518563,7.3998938,7.588971,1.0025494,-0.120698094,-1.1845076,-0.14013657,-0.13094641,0.84115237,-1.6725698,0.72269,-6.440597,7.567752,7.850456,False,1.8806205
-0.49500784,1.0,1.0,1.0025494,-0.120698094,-1.1845076,-0.14013657,-0.13094641,0.84115237,-1.6725698,0.72269,-6.440597,7.567752,7.850456,0.98884934,-0.11430923,-1.2357664,-0.07876333,-0.06701143,0.7185988,-1.7402669,0.8410492,-6.387557,7.731292,8.07038,False,1.7612308
-0.5163437,1.0,1.0,0.98884934,-0.11430923,-1.2357664,-0.07876333,-0.06701143,0.7185988,-1.7402669,0.8410492,-6.387557,7.731292,8.07038,0.9746346,-0.10723498,-1.2869223,-0.01599764,-0.0015129446,0.5917451,-1.8048583,0.9093902,-6.393653,7.9090433,8.25156,False,1.6359203
-0.5062869,1.0,1.0,0.9746346,-0.10723498,-1.2869223,-0.01599764,-0.0015129446,0.5917451,-1.8048583,0.9093902,-6.393653,7.9090433,8.25156,0.9605144,-0.09982573,-1.3261384,0.024125027,0.07687118,0.38032222,-1.6432453,0.88714874,-3.2346072,1.6574699,10.0,False,1.4801241
0.07047634,1.0,1.0,0.9605144,-0.09982573,-1.3261384,0.024125027,0.07687118,0.38032222,-1.6432453,0.88714874,-3.2346072,1.6574699,10.0,0.9498349,-0.09114954,-1.3335624,0.0085380925,0.17878193,0.21572298,-1.25059,1.1154151,-0.41165188,-2.6241899,10.0,False,1.241778
0.36523554,1.0,1.0,0.9498349,-0.09114954,-1.3335624,0.0085380925,0.17878193,0.21572298,-1.25059,1.1154151,-0.41165188,-2.6241899,10.0,0.93969756,-0.08000165,-1.3386724,-0.00040811303,0.2709975,0.26756337,-1.2588618,1.5609868,-0.89930695,-0.036653046,10.0,False,1.2496963
0.15717746,1.0,1.0,0.93969756,-0.08000165,-1.3386724,-0.00040811303,0.2709975,0.26756337,-1.2588618,1.5609868,-0.89930695,-0.036653046,10.0,0.93036556,-0.06668753,-1.3478162,0.0060451715,0.3528627,0.2195453,-1.1182119,1.7314384,-1.0163583,0.81650186,10.0,False,1.239255
-0.045635443,1.0,1.0,0.93036556,-0.06668753,-1.3478162,0.0060451715,0.3528627,0.2195453,-1.1182119,1.7314384,-1.0163583,0.81650186,10.0,0.9214393,-0.053773973,-1.3540684,0.008114002,0.43546546,0.16029912,-1.1441022,1.5391921,-0.62552196,-0.08951715,10.0,False,1.1783019
-0.16139546,1.0,1.0,0.9214393,-0.053773973,-1.3540684,0.008114002,0.43546546,0.16029912,-1.1441022,1.5391921,-0.62552196,-0.08951715,10.0,0.9117426,-0.04332097,-1.360276,0.006518257,0.5186262,0.09603614,-1.2496941,1.180063,-0.9086617,-0.17006466,10.0,False,1.1199846
-0.3012886,1.0,1.0,0.9117426,-0.04332097,-1.360276,0.006518257,0.5186262,0.09603614,-1.2496941,1.180063,-0.9086617,-0.17006466,10.0,0.9015373,-0.03617446,-1.3711572,0.006743682,0.600813,0.0069279806,-1.2905155,0.7451028,-1.572303,0.08975578,10.0,False,1.0383211
-0.4526421,1.0,1.0,0.9015373,-0.03617446,-1.3711572,0.006743682,0.600813,0.0069279806,-1.2905155,0.7451028,-1.572303,0.08975578,10.0,0.89089924,-0.03282511,-1.3871258,0.0075922785,0.6832327,-0.072385445,-1.3670816,0.24636231,-2.1817777,0.05742336,10.0,False,0.95333004
-0.5877247,1.0,1.0,0.89089924,-0.03282511,-1.3871258,0.0075922785,0.6832327,-0.072385445,-1.3670816,0.24636231,-2.1817777,0.05742336,10.0,0.8793362,-0.033653114,-1.4079759,0.0077557755,0.7664843,-0.144532,-1.4982952,-0.2884465,-2.8199608,-0.015584948,10.0,False,0.8804122
-0.6299293,1.0,0.9742708,0.8793362,-0.033653114,-1.4079759,0.0077557755,0.7664843,-0.144532,-1.4982952,-0.2884465,-2.8199608,-0.015584948,10.0,0.8670466,-0.038209535,-1.4314162,0.019657986,0.8191547,-0.23531245,-1.5014905,-0.7216618,-2.6315906,2.658399,2.5324373,False,0.8032832
-1.0,1.0,0.5150564,0.8670466,-0.038209535,-1.4314162,0.019657986,0.8191547,-0.23531245,-1.5014905,-0.7216618,-2.6315906,2.658399,2.5324373,0.8621178,-0.049098395,-1.4438308,0.02866694,0.8079975,-0.5953285,0.11135534,-1.757377,-0.86908865,-0.6388086,-2.3222027,False,0.5533821
